sp;BodyMass.Value;Nocturnal;ForStrat.watbelowsurf;ForStrat.wataroundsurf;ForStrat.ground;ForStrat.understory;ForStrat.midhigh;ForStrat.canopy;ForStrat.aerial;PelagicSpecialist;litter_or_clutch_size_n;litters_or_clutches_per_y;range_m2
Phaethornis_eurynome;5.3;0;0;0;0;100;0;0;0;0;2;NA;9.34281E+11
Veniliornis_affinis;34.83;0;0;0;0;0;60;40;0;0;NA;NA;5.38653E+12
Phaethornis_idaliae;2.6;0;0;0;0;100;0;0;0;0;2;NA;1.54971E+11
Phaethornis_malaris;5.9;0;0;0;0;100;0;0;0;0;2;NA;11618746304
Phaethornis_malaris;5.9;0;0;0;0;100;0;0;0;0;2;NA;3.7904E+12
Phaethornis_pretrei;5.6;0;0;0;0;100;0;0;0;0;2;NA;3.73634E+12
Phaethornis_ruber;2.4;0;0;0;0;100;0;0;0;0;2;NA;9.72877E+12
Phaethornis_squalidus;3.4;0;0;0;0;100;0;0;0;0;2;NA;2.72388E+11
Phaetusa_simplex;235;0;50;30;10;10;0;0;0;0;2.4;NA;1.33053E+13
Phimosus_infuscatus;559;0;0;80;20;0;0;0;0;0;3.75;NA;6.58583E+12
Phacellodomus_ferrugineigula;24.5;0;0;0;0;100;0;0;0;0;2;NA;5.87279E+11
Phacellodomus_rufifrons;24.6;0;0;0;70;20;10;0;0;0;3;NA;2.79323E+12
Piculus_flavigula;55;0;0;0;0;0;40;60;0;0;3.5;NA;6.46418E+12
Picumnus_albosquamatus;11.9;0;0;0;0;40;30;30;0;0;2;NA;2.00748E+12
Picumnus_cirratus;10.2;0;0;0;0;50;50;0;0;0;2.4;NA;2.34839E+12
Picumnus_exilis;9.3;0;0;0;0;80;20;0;0;0;NA;NA;22309580240
Picumnus_exilis;9.3;0;0;0;0;80;20;0;0;0;NA;NA;1.24171E+12
Picumnus_fulvescens;11.32;0;0;0;0;40;30;30;0;0;NA;NA;1.19593E+11
Picumnus_nebulosus;11.6;0;0;0;0;50;50;0;0;0;NA;NA;5.1797E+11
Picumnus_temminckii;11.5;0;0;0;0;80;20;0;0;0;2;NA;5.14586E+11
Picumnus_pygmaeus;11;0;0;0;0;40;30;30;0;0;NA;NA;8.3748E+11
Pilherodius_pileatus;568.59;0;0;80;20;0;0;0;0;0;3.5;NA;1.00665E+13
Pipile_cujubi;1195.82;0;0;0;20;0;40;40;0;0;2.5;NA;2.67773E+12
Pipile_cumanensis;1239.22;0;0;0;0;0;30;70;0;0;3;NA;3.13871E+12
Plegadis_chihi;616.89;0;0;80;20;0;0;0;0;0;3.06;1;3.82869E+12
Pluvialis_dominica;151.47;0;0;0;100;0;0;0;0;0;3.93;1;1.4403E+12
Podicephorus_major;1646;0;100;0;0;0;0;0;0;0;4;NA;NA
Podiceps_occipitalis;320.69;0;50;50;0;0;0;0;0;0;2.5;NA;9.42053E+11
Mustelirallus_albicollis;100;0;0;0;100;0;0;0;0;0;3.2;NA;NA
Porzana_spiloptera;61.06;0;0;60;40;0;0;0;0;0;NA;NA;1.33954E+11
Primolius_maracana;256;0;0;0;20;20;30;30;0;0;3;NA;40583495646
Primolius_maracana;256;0;0;0;20;20;30;30;0;0;3;NA;3.45876E+12
Primolius_maracana;256;0;0;0;20;20;30;30;0;0;3;NA;5.49179E+11
Psittacara_leucophthalmus;158;0;0;0;20;20;40;20;0;0;3.5;NA;8.73112E+12
Pteroglossus_aracari;250.16;0;0;0;0;0;30;70;0;0;2.9;NA;3.32009E+12
Pteroglossus_bailloni;146;0;0;0;0;0;60;40;0;0;3;NA;6.57176E+11
Pteroglossus_castanotis;258.09;0;0;0;0;20;60;20;0;0;2;NA;5.07146E+12
Pteroglossus_inscriptus;125.82;0;0;0;0;0;30;70;0;0;2.9;NA;2.97843E+12
Rhea_americana;23000;0;0;0;100;0;0;0;0;0;12;1;6.5376E+12
Pyrrhura_cruentata;75.87;0;0;0;0;30;50;20;0;0;2.9;NA;10274713505
Pyrrhura_cruentata;75.87;0;0;0;0;30;50;20;0;0;2.9;NA;44808607570
Pyrrhura_cruentata;75.87;0;0;0;0;30;50;20;0;0;2.9;NA;1.78457E+11
Pyrrhura_frontalis;72;0;0;0;0;30;50;20;0;0;5.5;NA;1.70458E+12
Pyrrhura_leucotis;75.87;0;0;0;0;33;33;33;0;0;6.7;NA;2.73325E+11
Rallus_longirostris;259.35;0;10;40;40;10;0;0;0;0;10;1.5;3.59192E+11
Ramphastos_vitellinus;360.36;0;0;0;10;10;50;30;0;0;3;NA;1.74805E+12
Ramphastos_vitellinus;360.36;0;0;0;10;10;50;30;0;0;3;NA;1.74805E+12
Ramphastos_dicolorus;331;0;0;0;20;0;0;80;0;0;2.9;NA;1.39418E+12
Ramphastos_toco;617.99;0;0;0;20;10;10;60;0;0;2.9;NA;4.57359E+12
Rhynchotus_rufescens;843.47;0;0;0;80;20;0;0;0;0;8;NA;5.67428E+12
Rostrhamus_sociabilis;366.94;0;0;0;100;0;0;0;0;0;3;1.5;9.10809E+11
Laterallus_viridis;64.34;0;0;0;100;0;0;0;0;0;2;NA;NA
Rupornis_magnirostris;269;0;0;0;33;33;33;0;0;0;2;NA;1785758356
Rupornis_magnirostris;269;0;0;0;33;33;33;0;0;0;2;NA;5466357726
Sarkidiornis_sylvicola;2610;0;0;50;50;0;0;0;0;0;20;1;9.68099E+12
Selenidera_maculirostris;164;0;0;0;0;20;40;40;0;0;2.7;NA;9.30803E+11
Hydropsalis_parvula;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA
Anas_platalea;465.43;0;0;100;0;0;0;0;0;0;8.5;NA;NA
Anas_versicolor;595.21;0;20;80;0;0;0;0;0;0;8;NA;NA
Spizaetus_ornatus;1197.4;0;0;0;10;20;50;20;0;0;1;NA;8.57576E+12
Spizaetus_tyrannus;1007.11;0;0;0;20;20;30;20;10;0;2;NA;7.47301E+12
Steganopus_tricolor;59.39;0;0;80;20;0;0;0;0;0;4;NA;5.55269E+12
Stephanoxis_lalandi;4;0;0;0;0;60;20;10;10;0;2;NA;3.00522E+11
Stephanoxis_loddigesii;4;0;0;0;0;60;20;10;10;0;2;NA;8.34348E+11
Sterna_hirundinacea;188;0;100;0;0;0;0;0;0;1;2.3;NA;3.4222E+11
Sterna_trudeaui;153;0;100;0;0;0;0;0;0;0;3.25;NA;4.59251E+11
Sternula_superciliaris;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.4;NA;1.13806E+13
Strix_hylophila;345.38;1;0;0;20;10;10;60;0;0;2.4;NA;74490299.02
Strix_hylophila;345.38;1;0;0;20;10;10;60;0;0;2.4;NA;7.11522E+11
Syrigma_sibilatrix;463;0;30;70;0;0;0;0;0;0;4;NA;4.23535E+12
Tachornis_squamata;10.97;0;0;0;0;10;40;20;30;0;3;NA;9.486E+12
Thalurania_watertonii;4.6;0;0;0;0;40;60;0;0;0;2;NA;16862274948
Thalurania_watertonii;4.6;0;0;0;0;40;60;0;0;0;2;NA;68717403.38
Thalurania_watertonii;4.6;0;0;0;0;40;60;0;0;0;2;NA;34605111535
Tigrisoma_lineatum;812.99;0;0;80;20;0;0;0;0;0;2;NA;1.32398E+13
Trogon_curucui;54;0;0;0;10;30;30;30;0;0;2.5;NA;7.39624E+12
Touit_melanonotus;66.51;0;0;0;0;30;50;20;0;0;NA;NA;13847582353
Touit_melanonotus;66.51;0;0;0;0;30;50;20;0;0;NA;NA;14296651928
Touit_surdus;66.51;0;0;0;0;30;50;20;0;0;NA;NA;98994544629
Triclaria_malachitacea;90;0;0;0;0;30;50;20;0;0;2.8;NA;30242987138
Triclaria_malachitacea;90;0;0;0;0;30;50;20;0;0;2.8;NA;18847830731
Trogon_surrucura;73.29;0;0;0;0;0;100;0;0;0;3;NA;1.36697E+12
Uropelia_campestris;35.2;0;0;0;100;0;0;0;0;0;NA;NA;1.7918E+12
Trogon_surrucura;73.29;0;0;0;0;0;100;0;0;0;3;NA;1.36697E+12
Trogon_viridis;89.69;0;0;0;10;0;30;60;0;0;2.5;NA;7.90782E+12
Veniliornis_maculifrons;38.69;0;0;0;10;30;30;30;0;0;NA;NA;2.53878E+11
Veniliornis_mixtus;28.74;0;0;0;0;50;50;0;0;0;4;NA;3.64501E+12
Veniliornis_mixtus;28.74;0;0;0;0;50;50;0;0;0;4;NA;11569205838
Anthus_lutescens;12.6;0;0;0;100;0;0;0;0;0;2.8;NA;7.24181E+12
Conopophaga_cearae;22;0;0;0;60;40;0;0;0;0;2;NA;58579527734
Conopophaga_lineata;25.21;0;0;0;60;40;0;0;0;0;2;NA;1.89694E+12
Contopus_cinereus;11.6;0;0;0;0;30;70;0;0;0;2.4;NA;3.83779E+12
Cichlocolaptes_leucophrus;50;0;0;0;0;20;80;0;0;0;NA;NA;1.48331E+11
Cichlocolaptes_leucophrus;50;0;0;0;0;20;80;0;0;0;NA;NA;1.48331E+11
Cichlopsis_leucogenys;53.77;0;0;0;20;30;30;20;0;0;3;NA;1.0235E+11
Dendrocincla_turdina;39;0;0;0;0;40;60;0;0;0;2;NA;1.19346E+12
Formicivora_paludicola;10;0;0;0;50;50;0;0;0;0;1;NA;487845595.9
Elaenia_chiriquensis;15.4;0;0;0;0;40;60;0;0;0;2;1.5;7.20792E+12
Elaenia_sordida;23.9;0;0;0;0;0;20;60;20;0;2;NA;2.03524E+12
Furnarius_leucopus;54.8;0;0;0;100;0;0;0;0;0;2;NA;4.78315E+12
Euscarthmus_meloryphus;6.8;0;0;0;0;100;0;0;0;0;2;NA;6.21271E+12
Formicivora_grisea;10.36;0;0;0;20;40;40;0;0;0;2;NA;5.03285E+12
Formicivora_serrana;11.4;0;0;0;50;50;0;0;0;0;2;NA;2.09784E+11
Herpsilochmus_rufimarginatus;10.58;0;0;0;0;0;100;0;0;0;NA;NA;6.80852E+11
Hylophilus_thoracicus;NA;NA;0;0;0;0;50;50;0;0;2;NA;1.41072E+11
Laniisoma_elegans;47.4;0;0;0;50;50;0;0;0;0;NA;NA;23578354210
Laniisoma_elegans;47.4;0;0;0;50;50;0;0;0;0;NA;NA;3.28141E+11
Laniisoma_elegans;47.4;0;0;0;50;50;0;0;0;0;NA;NA;1.7253E+11
Mackenziaena_leachii;70.2;0;0;0;40;40;20;0;0;0;NA;NA;8.28556E+11
Manacus_manacus;16.7;0;0;0;0;80;20;0;0;0;2;3;7.52486E+12
Myiarchus_swainsoni;25.1;0;0;0;0;100;0;0;0;0;3.5;NA;5.88277E+12
Myiarchus_swainsoni;25.1;0;0;0;0;100;0;0;0;0;3.5;NA;5.20152E+12
Myiodynastes_maculatus;43.2;0;0;0;0;0;100;0;0;0;2.5;NA;4.27645E+12
Myiarchus_tyrannulus;35.45;0;0;0;20;80;0;0;0;0;3.95;1;9.177E+12
Myiobius_barbatus;11.9;0;0;0;0;30;70;0;0;0;2;NA;6.23139E+12
Myiophobus_fasciatus;9.9;0;0;0;0;100;0;0;0;0;2;NA;1.00176E+13
Myrmotherula_axillaris;8.09;0;0;0;0;20;80;0;0;0;2;NA;NA
Neopelma_pallescens;18.2;0;0;0;0;50;50;0;0;0;1.8;NA;2.43962E+12
Pachyramphus_viridis;21;0;0;0;0;50;50;0;0;0;2.8;NA;4.95968E+12
Procnias_averano;146.06;0;0;0;0;50;50;0;0;0;1;NA;1.12387E+12
Progne_subis;53.79;0;0;0;20;20;20;20;20;0;4.79;1;4.63896E+12
Phaeomyias_murina;10;0;0;0;0;33;33;33;0;0;2;NA;1.08177E+13
Tyranniscus_burmeisteri;11.1;0;0;0;0;0;100;0;0;0;NA;NA;NA
Phyllomyias_griseocapilla;8;0;0;0;0;70;30;0;0;0;2;NA;1.90192E+11
Piprites_pileata;15;0;0;0;0;0;20;80;0;0;NA;NA;1281197436
Piprites_pileata;15;0;0;0;0;0;20;80;0;0;NA;NA;1.47199E+11
Piprites_pileata;15;0;0;0;0;0;20;80;0;0;NA;NA;45097444024
Poecilotriccus_plumbeiceps;5.7;0;0;0;0;100;0;0;0;0;2.4;NA;1.475E+12
Psilorhamphus_guttatus;11.3;0;0;0;10;60;30;0;0;0;NA;NA;4.1095E+11
Thamnophilus_ruficapillus;20.4;0;0;0;0;20;80;0;0;0;2.4;NA;1.39157E+12
Ramphotrigon_megacephalum;14.2;0;0;0;0;50;50;0;0;0;2;NA;2.26929E+12
Rhynchocyclus_olivaceus;21.3;0;0;0;0;50;50;0;0;0;2.4;NA;2.80641E+12
Schoeniophylax_phryganophilus;18.6;0;0;0;60;40;0;0;0;0;4.5;NA;2.56578E+12
Sclerurus_caudacutus;36.23;0;0;0;100;0;0;0;0;0;2;NA;5.50871E+12
Sclerurus_cearensis;36.9;0;0;0;100;0;0;0;0;0;1;NA;6.35489E+11
Sakesphorus_cristatus;17.7;0;0;0;30;50;20;0;0;0;2;NA;1.14094E+12
Sclerurus_cearensis;36.9;0;0;0;100;0;0;0;0;0;2.4;NA;6.35489E+11
Schiffornis_turdina;31.7;0;0;0;0;100;0;0;0;0;2;NA;5.58766E+12
Scytalopus_gonzagai;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4359999674
Scytalopus_pachecoi;15.1;0;0;0;60;30;10;0;0;0;2;NA;46608014197
Sirystes_sibilator;32.3;0;0;0;0;0;0;100;0;0;NA;NA;4.17949E+12
Serpophaga_nigricans;8.5;0;0;0;60;40;0;0;0;0;3;NA;3.66177E+12
Serpophaga_subcristata;6.6;0;0;0;0;33;33;33;0;0;2.4;NA;5.5634E+12
Scytalopus_petrophilus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;46264052261
Sporophila_bouvreuil;NA;NA;0;0;50;50;0;0;0;0;2.15;NA;3.34941E+12
Sporophila_pileata;NA;NA;0;0;50;50;0;0;0;0;2.15;NA;1.45342E+12
Stigmatura_budytoides;11.08;0;0;0;0;50;50;0;0;0;2;NA;1.86704E+12
Suiriri_suiriri;14.53;0;0;0;0;50;50;0;0;0;3;NA;2.05118E+12
Suiriri_suiriri;14.53;0;0;0;0;50;50;0;0;0;3;NA;2.89163E+11
Suiriri_suiriri;14.53;0;0;0;0;50;50;0;0;0;3;NA;7256543736
Suiriri_suiriri;14.53;0;0;0;0;50;50;0;0;0;3;NA;4.08039E+12
Synallaxis_hypospodia;16.9;0;0;0;0;100;0;0;0;0;2.45;NA;3.53032E+12
Synallaxis_infuscata;18.2;0;0;0;0;100;0;0;0;0;2;NA;666230973.5
Synallaxis_infuscata;18.2;0;0;0;0;100;0;0;0;0;2;NA;24202495416
Synallaxis_infuscata;18.2;0;0;0;0;100;0;0;0;0;2;NA;752188248.5
Synallaxis_scutata;15.4;0;0;0;100;0;0;0;0;0;2.4;NA;3.78958E+12
Tachuris_rubrigastra;7.8;0;0;0;0;100;0;0;0;0;3.5;NA;2.27226E+12
Tachuris_rubrigastra;7.8;0;0;0;0;100;0;0;0;0;3.5;NA;6.19356E+11
Syndactyla_dimidiata;29.4;0;0;0;0;50;50;0;0;0;NA;NA;1.72376E+12
Lipaugus_conditus;80;0;0;0;0;50;50;0;0;0;NA;NA;250467146.9
Lipaugus_conditus;80;0;0;0;0;50;50;0;0;0;NA;NA;49674813.85
Tityra_cayana;68.1;0;0;0;0;50;50;0;0;0;3;NA;5.1147E+12
Tolmomyias_flaviventris;12.2;0;0;0;0;0;20;80;0;0;2.45;NA;6.72238E+12
Turdus_albicollis;54;0;0;0;80;0;20;0;0;0;2.4;3;8.53251E+12
Turdus_subalaris;49.5;0;0;0;20;40;40;0;0;0;3;NA;1.6285E+12
Turdus_subalaris;49.5;0;0;0;20;40;40;0;0;0;3;NA;5.35416E+11
Xenopsaris_albinucha;10;0;0;0;50;50;0;0;0;0;3;NA;4.45365E+12
Xenops_minutus;10.6;0;0;0;0;50;50;0;0;0;2;NA;9.45531E+11
Xiphorhynchus_atlanticus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.26678E+11
Cacicus_cela;85.45;0;0;0;0;0;20;80;0;0;2;NA;8.56855E+12
Charitospiza_eucosma;NA;NA;0;0;90;10;0;0;0;0;2;NA;2.85926E+11
Charitospiza_eucosma;NA;NA;0;0;90;10;0;0;0;0;2;NA;2.86522E+12
Geothlypis_aequinoctialis;13.1;0;0;0;0;100;0;0;0;0;2;NA;1.3121E+11
Geothlypis_aequinoctialis;13.1;0;0;0;0;100;0;0;0;0;2;NA;5.50762E+12
Geothlypis_aequinoctialis;13.1;0;0;0;0;100;0;0;0;0;2;NA;1.73726E+12
Nemosia_rourei;16;0;0;0;0;30;70;0;0;0;NA;NA;400003060.6
Nemosia_rourei;16;0;0;0;0;30;70;0;0;0;NA;NA;73557258.03
Nemosia_rourei;16;0;0;0;0;30;70;0;0;0;NA;NA;52793653.7
Microspingus_cinereus;NA;NA;0;0;20;50;30;0;0;0;3;NA;4.97728E+11
Microspingus_cinereus;NA;NA;0;0;20;50;30;0;0;0;3;NA;15620522150
Microspingus_cinereus;NA;NA;0;0;20;50;30;0;0;0;3;NA;1.13112E+12
Tangara_brasiliensis;20.5;0;0;0;0;30;30;40;0;0;2.5;NA;1.46154E+11
Pipraeidea_bonariensis;36;0;0;0;0;30;30;40;0;0;3;NA;2.30431E+12
Pipraeidea_bonariensis;36;0;0;0;0;30;30;40;0;0;3;NA;1.01284E+12
Poospiza_nigrorufa;NA;NA;0;0;80;20;0;0;0;0;3.5;NA;8.84056E+11
Poospiza_nigrorufa;NA;NA;0;0;80;20;0;0;0;0;3.5;NA;68617851224
Saltator_coerulescens;NA;NA;0;0;0;70;30;0;0;0;2,125;NA;8.19114E+12
Sula_dactylatra;1732.08;0;100;0;0;0;0;0;0;1;2;1;259237472.3
Hemitriccus_orbitatus;9.7;0;0;0;0;40;60;0;0;0;2;NA;6.63627E+11
Rhytipterna_simplex;31.8;0;0;0;0;50;50;0;0;0;NA;NA;7.37648E+12
Embernagra_longicauda;NA;NA;0;0;100;0;0;0;0;0;2;NA;86159829187
Embernagra_platensis;NA;NA;0;0;20;60;20;0;0;0;3;NA;2.73607E+12
Accipiter_poliogaster;1369.41;0;0;0;0;0;33;33;33;0;2;NA;5.9723E+12
Accipiter_poliogaster;1369.41;0;0;0;0;0;33;33;33;0;2;NA;1.23124E+12
Forpus_xanthopterygius;31;0;0;0;100;0;0;0;0;0;5.15;NA;5.78109E+12
Geotrygon_violacea;95.2;0;0;0;100;0;0;0;0;0;2;NA;1.49045E+12
Glaucidium_minutissimum;50;1;0;0;90;10;0;0;0;0;3;NA;1.20909E+12
Anumbius_annumbi;41.5;0;0;0;50;50;0;0;0;0;3.9;NA;2.92871E+12
Cacicus_haemorrhous;83.71;0;0;0;0;20;60;20;0;0;2;NA;8.04193E+12
Camptostoma_obsoletum;8.1;0;0;0;0;0;80;20;0;0;2;NA;57333452941
Camptostoma_obsoletum;8.1;0;0;0;0;0;80;20;0;0;2;NA;1.43705E+13
Chlorophonia_cyanea;14;0;0;0;0;0;20;80;0;0;3;NA;2.0107E+12
Euphonia_chalybea;19;0;0;0;0;50;50;0;0;0;3;6;7.45407E+11
Gnorimopsar_chopi;65.9;0;0;0;60;10;30;0;0;0;4;NA;5.93067E+12
Myrmoderus_squamosus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.41752E+11
Anabacerthia_lichtensteini;21;0;0;0;0;0;50;50;0;0;NA;NA;1.5893E+12
Nyctibius_grandis;547;1;0;0;0;10;60;10;20;0;1;NA;5.71881E+11
Nyctibius_griseus;172.04;1;0;0;0;0;90;0;10;0;1;1;1.38062E+13
Ortalis_araucuan;547.72;0;0;0;0;0;50;50;0;0;3;NA;3.49739E+11
Orthopsittaca_manilatus;372;0;0;0;0;0;40;60;0;0;2;NA;7.14819E+12
Parabuteo_leucorrhous;290;0;0;0;100;0;0;0;0;0;2.2;NA;1.18931E+12
Polytmus_guainumbi;5.2;0;0;0;0;100;0;0;0;0;2;NA;4.83588E+12
Mimus_triurus;47.2;0;0;0;100;0;0;0;0;0;4;NA;3.28489E+12
Pseudastur_polionotus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.13341E+11
Pulsatrix_koeniswaldiana;481;1;0;0;20;30;30;20;0;0;2;NA;6.51805E+11
Phylloscartes_ceciliae;7.6;0;0;0;0;0;30;70;0;0;NA;NA;18945378705
Theristicus_caerulescens;1500;0;0;80;20;0;0;0;0;0;2.7;NA;1.74982E+12
Theristicus_caudatus;1726;0;0;0;100;0;0;0;0;0;2.9;NA;5.14623E+12
Tinamus_solitarius;1386.41;0;0;0;100;0;0;0;0;0;6;NA;1.06972E+12
Veniliornis_passerinus;32.1;0;0;0;0;33;33;33;0;0;NA;NA;1.1103E+13
Veniliornis_spilogaster;40.3;0;0;0;0;50;50;0;0;0;NA;NA;1.54008E+12
Arremon_franciscanus;24.9;0;0;0;70;30;0;0;0;0;NA;NA;53111449620
Arremon_taciturnus;24.8;0;0;0;50;50;0;0;0;0;2;NA;6.75552E+12
Dolichonyx_oryzivorus;31.46;0;0;0;100;0;0;0;0;0;5.11;1,125;9.05334E+11
Machaeropterus_pyrocephalus;9.49;0;0;0;0;50;50;0;0;0;2;NA;2.22799E+12
Machaeropterus_regulus;9.34;0;0;0;0;50;50;0;0;0;1;NA;1.25458E+11
Xipholena_atropurpurea;61.32;0;0;0;0;0;100;0;0;0;1;NA;1.71882E+11
Xipholena_atropurpurea;61.32;0;0;0;0;0;100;0;0;0;1;NA;40685019626
Xipholena_atropurpurea;61.32;0;0;0;0;0;100;0;0;0;1;NA;1836598640
Myiopagis_caniceps;10.5;0;0;0;0;0;0;100;0;0;2;NA;2.65461E+12
Myiopagis_gaimardii;12.02;0;0;0;0;0;0;100;0;0;2;NA;8.67296E+12
Myrmotherula_unicolor;11.5;0;0;0;0;20;80;0;0;0;NA;NA;18652925864
Myrmotherula_unicolor;11.5;0;0;0;0;20;80;0;0;0;NA;NA;69117754465
Poecilotriccus_fumifrons;6.6;0;0;0;0;100;0;0;0;0;NA;NA;2.05524E+12
Polystictus_pectoralis;6.2;0;0;0;0;40;60;0;0;0;3;NA;3.6203E+12
Scytalopus_iraiensis;12.4;0;0;0;60;40;0;0;0;0;NA;NA;5149689424
Thamnophilus_aethiops;25.7;0;0;0;20;40;40;0;0;0;2;NA;4.9464E+12
Xiphorhynchus_fuscus;21.8;0;0;0;0;50;50;0;0;0;2.2;NA;1.94837E+12
Xiphorhynchus_guttatoides;59.69;0;0;0;0;10;90;0;0;0;2;NA;6.32523E+12
Xiphorhynchus_guttatoides;59.69;0;0;0;0;10;90;0;0;0;2;NA;6.32523E+12
Agelaioides_badius;45.25;0;0;0;50;30;20;0;0;0;_3.8;NA;3.735E+12
Agelaioides_fringillarius;45.25;0;0;0;50;30;20;0;0;0;3;NA;1.01742E+12
Basileuterus_auricapilla;10.5;0;0;0;0;70;30;0;0;0;3;NA;7.58643E+12
Myiothlypis_rivularis;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;8.45649E+11
Piranga_flava;37.7;0;0;0;0;10;30;60;0;0;2.9;NA;5.77648E+12
Tangara_cyanomelas;21;0;0;0;0;10;20;70;0;0;2;NA;2.12116E+11
Tangara_flava;18;0;0;0;0;30;40;30;0;0;2;NA;4.24355E+12
Terenura_maculata;6.5;0;0;0;0;0;70;30;0;0;NA;NA;7.83993E+11
Anabazenops_fuscus;39;0;0;0;10;20;70;0;0;0;NA;NA;3.7273E+11
Anthus_chacoensis;21.83;0;0;0;100;0;0;0;0;0;NA;NA;6.20631E+11
Anthus_furcatus;20.06;0;0;0;80;10;10;0;0;0;4;NA;1.98762E+12
Arundinicola_leucocephala;13.8;0;0;0;50;50;0;0;0;0;2.65;NA;9.08782E+12
Progne_tapera;32;0;0;0;0;30;20;20;30;0;4;NA;6.2704E+12
Progne_tapera;32;0;0;0;0;30;20;20;30;0;4;NA;8.2356E+12
Progne_tapera;32;0;0;0;0;30;20;20;30;0;4;NA;43483186332
Asthenes_moreirae;10.48;0;0;0;0;80;20;0;0;0;NA;NA;39557946548
Attila_rufus;42.6;0;0;0;25;25;25;25;0;0;NA;NA;3.42523E+11
Automolus_lammi;34.5;0;0;0;0;80;20;0;0;0;3.5;NA;63964048189
Automolus_leucophthalmus;34.5;0;0;0;0;80;20;0;0;0;3.5;NA;1.80065E+12
Berlepschia_rikeri;37;0;0;0;0;0;50;50;0;0;NA;NA;5.17921E+12
Campylorhamphus_falcularius;42.6;0;0;0;0;50;50;0;0;0;2;NA;8.76891E+11
Campylorhamphus_trochilirostris;40.8;0;0;0;0;80;20;0;0;0;2;NA;7.39277E+12
Chamaeza_ruficauda;71.2;0;0;0;100;0;0;0;0;0;2;NA;3.71496E+11
Certhiaxis_cinnamomeus;15.2;0;0;0;0;33;33;33;0;0;3.1;NA;8.36499E+12
Chiroxiphia_caudata;25.6;0;0;0;0;50;50;0;0;0;2;NA;1.45955E+12
Cinclodes_pabsti;53;0;0;0;100;0;0;0;0;0;NA;NA;21291478924
Conopophaga_melanops;20.1;0;0;0;60;40;0;0;0;0;2;NA;2.42631E+11
Cranioleuca_obsoleta;13.4;0;0;0;0;0;70;30;0;0;NA;NA;6.54067E+11
Cranioleuca_pallida;11.5;0;0;0;0;0;50;50;0;0;NA;NA;6.94105E+11
Cranioleuca_sulphurifera;13.5;0;0;0;0;33;33;33;0;0;2.8;NA;7.11087E+11
Dendrocolaptes_certhia;68.7;0;0;0;0;10;90;0;0;0;1.5;NA;6.65934E+12
Donacospiza_albifrons;NA;NA;0;0;80;20;0;0;0;0;4;NA;1.67136E+12
Drymophila_ferruginea;10.6;0;0;0;0;30;70;0;0;0;NA;NA;5.06187E+11
Drymophila_malura;13;0;0;0;40;40;20;0;0;0;NA;NA;7.69779E+11
Inezia_inornata;12;0;0;0;0;33;33;33;0;0;NA;NA;9.58471E+11
Inezia_inornata;12;0;0;0;0;33;33;33;0;0;NA;NA;1.16664E+12
Elaenia_cristata;18.2;0;0;0;0;30;40;30;0;0;1.2;NA;5.12782E+12
Elaenia_spectabilis;27.3;0;0;0;0;0;0;100;0;0;2;NA;2.88497E+12
Elaenia_spectabilis;27.3;0;0;0;0;0;0;100;0;0;2;NA;5.64816E+12
Euphonia_xanthogaster;13;0;0;0;0;20;60;20;0;0;4;NA;3.56577E+12
Formicarius_colma;47;0;0;0;80;20;0;0;0;0;2;NA;6.98211E+12
Formicivora_erythronotos;10.3;0;0;0;40;40;20;0;0;0;2;NA;131329408.4
Formicivora_melanogaster;10.5;0;0;0;40;40;20;0;0;0;2;NA;2.64964E+12
Aramides_mangle;183;0;0;60;40;0;0;0;0;0;5.5;NA;7.74438E+11
Aramides_saracura;540;0;0;30;70;0;0;0;0;0;4.5;NA;9.28705E+11
Aramides_ypecaha;700.07;0;0;30;70;0;0;0;0;0;4.5;NA;3.65212E+12
Gubernetes_yetapa;68.4;0;0;0;80;20;0;0;0;0;3;NA;2.08211E+12
Haplospiza_unicolor;NA;NA;0;0;80;20;0;0;0;0;3;NA;9.77515E+11
Hemithraupis_guira;12;0;0;0;0;0;10;90;0;0;NA;NA;9.38006E+12
Hemithraupis_ruficapilla;11;0;0;0;0;0;10;90;0;0;NA;NA;6.48723E+11
Herpsilochmus_longirostris;12.8;0;0;0;0;30;70;0;0;0;NA;NA;1.99124E+12
Icterus_pyrrhopterus;35.44;0;0;0;0;20;40;40;0;0;2.2;NA;6.5841E+12
Ilicura_militaris;12.7;0;0;0;0;50;50;0;0;0;2.5;NA;8.40622E+11
Iodopleura_pipra;10.03;0;0;0;0;0;100;0;0;0;1;NA;22497331658
Iodopleura_pipra;10.03;0;0;0;0;0;100;0;0;0;1;NA;1.30161E+11
Iodopleura_pipra;10.03;0;0;0;0;0;100;0;0;0;1;NA;1.03525E+11
